bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptItemList,rewardsReceiptStatus,totalSpent,userId,id,rewardsReceiptItemList_barcode,rewardsReceiptItemList_description,rewardsReceiptItemList_finalPrice,rewardsReceiptItemList_itemPrice,rewardsReceiptItemList_needsFetchReview,rewardsReceiptItemList_partnerItemId,rewardsReceiptItemList_preventTargetGapPoints,rewardsReceiptItemList_quantityPurchased,rewardsReceiptItemList_userFlaggedBarcode,rewardsReceiptItemList_userFlaggedNewItem,rewardsReceiptItemList_userFlaggedPrice,rewardsReceiptItemList_userFlaggedQuantity,rewardsReceiptItemList_originalMetaBriteBarcode,rewardsReceiptItemList_originalMetaBriteDescription,rewardsReceiptItemList_pointsNotAwardedReason,rewardsReceiptItemList_pointsPayerId,rewardsReceiptItemList_rewardsGroup,rewardsReceiptItemList_rewardsProductPartnerId,rewardsReceiptItemList_brandCode,rewardsReceiptItemList_competitorRewardsGroup,rewardsReceiptItemList_discountedItemPrice,rewardsReceiptItemList_originalReceiptItemText,rewardsReceiptItemList_itemNumber,rewardsReceiptItemList_needsFetchReviewReason,rewardsReceiptItemList_originalMetaBriteQuantityPurchased,rewardsReceiptItemList_pointsEarned,rewardsReceiptItemList_targetPrice,rewardsReceiptItemList_competitiveProduct,rewardsReceiptItemList_userFlaggedDescription,rewardsReceiptItemList_deleted,rewardsReceiptItemList_priceAfterCoupon,rewardsReceiptItemList_metabriteCampaignId
45.0,COMPLETE_PARTNER_RECEIPT,1609788806000,1609788806000,1609788806000.0,1609788806000,1609788806000.0,50.0,1609702406000.0,1.0,"{'barcode': '041129002292', 'description': 'CLASSICO Traditional Basil Pesto 14OZ 12pack', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'CLASSICO PESTO', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.0,54943462e4b07e684157a532,5ff36d860a720f05230005a7,041129002292,CLASSICO Traditional Basil Pesto 14OZ 12pack,1,1,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,CLASSICO PESTO,559c2234e4b06aca36af13c6,,,,,,,,5.0,800,,,,,
45.0,COMPLETE_PARTNER_RECEIPT,1609788831000,1609788831000,1609788831000.0,1609788831000,1609788831000.0,50.0,1608406431000.0,1.0,"{'barcode': '043000946060', 'description': 'K9 Crystal Chandelier with 4 Lights in Globe Shape', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'KOOL-AID BURSTS DRINK', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.0,5ff36d0362fde912123a5535,5ff36d9f0a720f05230005ab,043000946060,K9 Crystal Chandelier with 4 Lights in Globe Shape,1,1,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,KOOL-AID BURSTS DRINK,559c2234e4b06aca36af13c6,,,,,,,,5.0,800,,,,,
,,1609788123000,1609788123000,1609788124000.0,1609788124000,1609788124000.0,250.0,1609308000000.0,5.0,"{'barcode': '044700009888', 'description': 'OSCAR MAYER Cotto Salami, 12 oz', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'pointsEarned': '50.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'OSCAR MAYER LUNCH MEAT', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,49.95,5ff36a3862fde912123a4460,5ff36adb0a720f0523000590,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,9.99,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6,,,,,,,,50.0,800,,,,,
5.0,All-receipts receipt bonus,1609788832000,1609788832000,1609788832000.0,1609788832000,1609788832000.0,5.0,1609702432000.0,1.0,"{'barcode': '021000012961', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO STRING OR STICK CHEESE', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,1.0,5ff36d0362fde912123a5535,5ff36da00a7214ada100059b,021000012961,,1,1,,1,,1.0,,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
5.0,All-receipts receipt bonus,1609788868000,1609788868000,1609788868000.0,1609788868000,1609788868000.0,355.0,1609702468000.0,9.0,"{'barcode': '021000678358', 'description': 'KRAFT Barbecue Roasted Garlic 18 OZ 002100067835', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,89.91,5ff36d0362fde912123a5535,5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9.99,,1,,1.0,,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,
100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609789707000,1609789707000,1609789708000.0,1609789708000,1609789708000.0,600.0,1609703307000.0,9.0,"{'barcode': '044700033302', 'description': 'OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'pointsEarned': '50.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'OSCAR MAYER CARVING BOARD', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,89.91,5ff370c562fde912123a5e0e,5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,,,,,,,,50.0,800,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788792000,1609788792000,1609788794000.0,1609788794000,1609788794000.0,1750.0,1609788792000.0,1.0,"{'barcode': '021000059232', 'competitiveProduct': True, 'finalPrice': '10', 'itemPrice': '10', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,10.0,5ff36d78135e7011bcb86488,5ff36d780a7214ada1000593,021000059232,,10,10,,1,,1.0,,,,,,,,,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
45.0,COMPLETE_PARTNER_RECEIPT,1609789761000,1609789761000,1609789761000.0,1609789761000,1609789761000.0,350.0,1609703361000.0,1.0,"{'barcode': '043000004944', 'description': 'MAXWELL HOUSE Orange International Cafe Beverage Mix, 9.3 OZ', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.0,5ff370c562fde912123a5e0e,5ff371410a7214ada10005ba,043000004944,"MAXWELL HOUSE Orange International Cafe Beverage Mix, 9.3 OZ",1,1,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,,,,,,,,5.0,800,,,,,
5.0,All-receipts receipt bonus,1609788555000,1609788555000,1609788557000.0,1609788557000,1609788557000.0,5.0,1609702155000.0,1.0,"{'barcode': '759283400082', 'description': 'KRAFT BACK TO NATURE CHEDDAR CHEESE SHELL MACARONI AND CHEESE MIX 6 OZ - 0759283400081', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '5e825d64f221c312e698a62a'}",FINISHED,1.0,54943462e4b07e684157a532,5ff36c8b0a720f05230005a1,759283400082,KRAFT BACK TO NATURE CHEDDAR CHEESE SHELL MACARONI AND CHEESE MIX 6 OZ - 0759283400081,1,1,,1,,1.0,,,,,,,,,,5e825d64f221c312e698a62a,,,,,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788501000,1609788501000,1609788501000.0,1609788501000,1609788501000.0,750.0,1609480800000.0,5.0,"{'barcode': '025800000135', 'description': 'SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box', 'finalPrice': '5', 'itemPrice': '5', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,25.0,5ff36be7135e7011bcb856d3,5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,1,,1.0,,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1609788107000,1609788107000,1609788108000.0,1609788108000,1609788108000.0,55.0,1609701707000.0,9.0,"{'barcode': '043000043486', 'description': 'Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,89.91,5ff36a3862fde912123a4460,5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,1,,1.0,,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1609789765000,1609789765000,1609789766000.0,1609789766000,1609789766000.0,5.0,1608789600000.0,5.0,"{'barcode': '029000024748', 'description': 'NATURE TREE Walnuts 8oz', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,49.95,5ff370c562fde912123a5e0e,5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,1,,1.0,,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,
100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788829000,1609788829000,1609788829000.0,1609788829000,1609788829000.0,225.0,1609480800000.0,5.0,"{'barcode': '044700002810', 'description': 'OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281', 'finalPrice': '5', 'itemPrice': '5', 'partnerItemId': '1', 'pointsEarned': '25.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'OSCAR MAYER HOT DOG - BEEF FRANKS', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,25.0,5ff36d0362fde912123a5535,5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,,,,,,,,25.0,800,,,,,
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788505000,1609788505000,1609788505000.0,1609788505000,1609788505000.0,275.0,1609308000000.0,5.0,"{'barcode': '043000079904', 'description': 'GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ', 'finalPrice': '5', 'itemPrice': '5', 'partnerItemId': '1', 'pointsEarned': '25.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'GEVALIA KAFFE COLD BREW COFFEE BEVERAGE', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,25.0,5ff36be7135e7011bcb856d3,5ff36c590a7214ada1000589,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,,,,,,,,25.0,800,,,,,
25.0,COMPLETE_NONPARTNER_RECEIPT,1609735138000,1609735138000,1609735146000.0,1609735149000,1609735146000.0,25.0,1609632000000.0,1.0,"{'barcode': '044000000745', 'brandCode': 'KRAFT EASY CHEESE', 'competitiveProduct': True, 'competitorRewardsGroup': 'SARGENTO RICOTTA CHEESE', 'description': '-Cheddar', 'discountedItemPrice': '1.00', 'finalPrice': '1.00', 'itemNumber': '044000000745', 'itemPrice': '1.00', 'partnerItemId': '1030', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO RICOTTA CHEESE', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,1.0,5964eb07e4b03efd0c0f267b,5ff29be20a7214ada1000571,044000000745,-Cheddar,1.00,1.00,,1030,,1.0,,,,,,,,,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,KRAFT EASY CHEESE,SARGENTO RICOTTA CHEESE,1.00,,044000000745,,,,,True,,,,
25.0,COMPLETE_NONPARTNER_RECEIPT,1609777519000,1609777519000,1609777519000.0,1609777519000,1609777519000.0,25.0,1609718400000.0,1.0,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",FINISHED,28.57,5c3388caea88e15513a95069,5ff3416f0a7214ada1000576,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,28.57,,0,,1.0,,,,,,,,,,,,,28.57,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,,,,,,,28.57,
5.0,All-receipts receipt bonus,1609788525000,1609788525000,1609788525000.0,1609788525000,1609788525000.0,5.0,1609702125000.0,4.0,"{'barcode': '046704085905', 'description': ""T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590"", 'finalPrice': '4.55', 'itemPrice': '4.55', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,18.2,5ff36be7135e7011bcb856d3,5ff36c6d0a720f0523000597,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,,1,,1.0,,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,
100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788035000,1609788035000,1609788036000.0,1609788036000,1609788036000.0,100.0,1608405635000.0,1.0,"{'barcode': '021000057832', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': ""ANNIE'S HOMEGROWN MICROWAVABLE MAC & CHEESE"", 'rewardsProductPartnerId': '5332f5f3e4b03c9a25efd0ae'}",FINISHED,1.0,5ff36a3862fde912123a4460,5ff36a830a7214ada100057b,021000057832,,1,1,,1,,1.0,,,,,,,,,ANNIE'S HOMEGROWN MICROWAVABLE MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,True,,,,
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788503000,1609788503000,1609788503000.0,1609788503000,1609788503000.0,250.0,1609702103000.0,1.0,"{'barcode': '021000002917', 'competitiveProduct': True, 'finalPrice': '10', 'itemPrice': '10', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO STRING OR STICK CHEESE', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,10.0,5ff36be7135e7011bcb856d3,5ff36c570a720f0523000593,021000002917,,10,10,,1,,1.0,,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
,,1609789756000,1609789756000,1609789756000.0,1609789756000,1609789756000.0,350.0,1609703356000.0,1.0,"{'barcode': '044700019917', 'description': 'OSCAR MAYER Lower Sodium Bacon 16 oz. Pack', 'finalPrice': '10', 'itemPrice': '10', 'partnerItemId': '1', 'pointsEarned': '50.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'OSCAR MAYER BACON', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,10.0,5ff370c562fde912123a5e0e,5ff3713c0a7214ada10005b6,044700019917,OSCAR MAYER Lower Sodium Bacon 16 oz. Pack,10,10,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER BACON,559c2234e4b06aca36af13c6,,,,,,,,50.0,800,,,,,
45.0,COMPLETE_PARTNER_RECEIPT,1609789715000,1609789715000,1609789716000.0,1609789716000,1609789716000.0,100.0,1609789715000.0,1.0,"{'barcode': '043000035818', 'description': 'TASSIMO French Vanilla T-Discs, 80ct', 'finalPrice': '0.99', 'itemPrice': '0.99', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'GEVALIA KAFFE TASSIMO COFFEE DISCS', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,0.99,5ff370c562fde912123a5e0e,5ff371130a7214ada10005aa,043000035818,"TASSIMO French Vanilla T-Discs, 80ct",0.99,0.99,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE TASSIMO COFFEE DISCS,559c2234e4b06aca36af13c6,,,,,,,,5.0,800,,,,,
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609789680000,1609789680000,1609789681000.0,1609789681000,1609789681000.0,500.0,1608508800000.0,5.0,"{'barcode': '070085046583', 'competitiveProduct': True, 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': ""TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT"", 'rewardsProductPartnerId': '5332f5f3e4b03c9a25efd0ae'}",FINISHED,49.95,5ff370c562fde912123a5e0e,5ff370f00a7214ada10005a3,070085046583,,9.99,9.99,,1,,1.0,,,,,,,,,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,True,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609789732000,1609789732000,1609789732000.0,1609789732000,1609789732000.0,755.0,1609703332000.0,1.0,"{'barcode': '044700073377', 'description': 'OSCAR MAYER Jumbo Angus Beef Uncured Franks, 15.0 OZ', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'OSCAR MAYER HOT DOG - BEEF FRANKS', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.0,5ff37124135e7011bcb86bc3,5ff371240a7214ada10005b3,044700073377,"OSCAR MAYER Jumbo Angus Beef Uncured Franks, 15.0 OZ",1,1,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,,,,,,,,5.0,800,,,,,
5.0,All-receipts receipt bonus,1609788557000,1609788557000,1609788557000.0,1609788557000,1609788557000.0,5.0,1609702157000.0,1.0,"{'barcode': '021000055920', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO RICOTTA CHEESE', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,1.0,54943462e4b07e684157a532,5ff36c8d0a7214ada1000591,021000055920,,1,1,,1,,1.0,,,,,,,,,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
5.0,All-receipts receipt bonus,1609788116000,1609788116000,1609788116000.0,1609788116000,1609788116000.0,55.0,1609788116000.0,1.0,"{'barcode': '021000051885', 'competitiveProduct': True, 'finalPrice': '0.99', 'itemPrice': '0.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO STRING OR STICK CHEESE', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,0.99,5ff36a3862fde912123a4460,5ff36ad40a7214ada1000585,021000051885,,0.99,0.99,,1,,1.0,,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
5.0,All-receipts receipt bonus,1609788875000,1609788875000,1609788876000.0,1609788876000,1609788876000.0,5.0,1609702475000.0,1.0,"{'barcode': '071040063102', 'competitiveProduct': True, 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO STRING OR STICK CHEESE', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,9.99,5ff36d0362fde912123a5535,5ff36dcb0a7214ada10005a0,071040063102,,9.99,9.99,,1,,1.0,,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
25.0,COMPLETE_NONPARTNER_RECEIPT,1609777517000,1609777517000,1609777517000.0,1609777517000,1609777517000.0,25.0,1609718400000.0,1.0,"{'description': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'discountedItemPrice': '28.57', 'finalPrice': '28.57', 'itemPrice': '28.57', 'originalReceiptItemText': 'flipbelt level terrain waist pouch, neon yellow, large/32-35', 'partnerItemId': '0', 'priceAfterCoupon': '28.57', 'quantityPurchased': 1}",FINISHED,28.57,5c3388caea88e15513a95069,5ff3416d0a7214ada1000575,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,28.57,,0,,1.0,,,,,,,,,,,,,28.57,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,,,,,,,28.57,
5.0,All-receipts receipt bonus,1609879107000,1609879107000,1609879108000.0,1609879113000,1609879108000.0,5.0,1609804800000.0,4.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '25.00', 'itemPrice': '25.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 4, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '25.00', 'userFlaggedQuantity': 4}",FINISHED,25.0,5ff4ce3dc3d63511e2a484dc,5ff4ce430a7214ada10005d8,4011,ITEM NOT FOUND,25.00,25.00,False,1,True,4.0,4011,True,25.00,4.0,,,,,,,,,,,,,,,,,,,,
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609879104000,1609879104000,1609879104000.0,1609879109000,1609879104000.0,150.0,1609804800000.0,5.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '27.00', 'itemPrice': '27.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 5, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '27.00', 'userFlaggedQuantity': 5}",FINISHED,27.0,5ff4ce3dc3d63511e2a484dc,5ff4ce400a7214ada10005d5,4011,ITEM NOT FOUND,27.00,27.00,False,1,True,5.0,4011,True,27.00,5.0,,,,,,,,,,,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609868490000,1609868490000,,1609868492000,,750.0,1599955200000.0,2.0,"{'description': 'mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white', 'discountedItemPrice': '22.97', 'finalPrice': '22.97', 'itemPrice': '22.97', 'originalReceiptItemText': 'mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white', 'partnerItemId': '0', 'priceAfterCoupon': '22.97', 'quantityPurchased': 1}",REJECTED,34.96,5fbc35711d967d1222cbfefc,5ff4a4ca0a7214ada10005d0,,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",22.97,22.97,,0,,1.0,,,,,,,,,,,,,22.97,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",,,,,,,,,22.97,
5.0,All-receipts receipt bonus,1609855966000,1609855966000,1609855967000.0,1609855967000,1609855967000.0,5.0,1608732766000.0,1.0,"{'barcode': '022174070214', 'description': 'CJN INJ & LSN GLD GRLN KIT BOX 1 CT', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,1.0,54943462e4b07e684157a532,5ff473de0a720f05230005bd,022174070214,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,1,1,,1,,1.0,,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,
25.0,COMPLETE_NONPARTNER_RECEIPT,1609879180000,1609879180000,1609879181000.0,1609879186000,1609879181000.0,35.0,1609792780000.0,1.0,"{'barcode': '079400066619', 'competitiveProduct': True, 'description': 'SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612', 'finalPrice': '1', 'itemPrice': '1', 'needsFetchReview': False, 'originalMetaBriteBarcode': '080878042197', 'partnerItemId': '1', 'pointsEarned': '10.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'rewardsGroup': 'SUAVE HAIR CARE', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4', 'targetPrice': '800', 'userFlaggedBarcode': '079400066619'}",FINISHED,1.0,5ff4ce33c3d63511e2a484b6,5ff4ce8c0a7214ada10005e6,079400066619,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,1,1,False,1,True,1.0,079400066619,,,,080878042197,,,5332f5f6e4b03c9a25efd0b4,SUAVE HAIR CARE,5332f5f6e4b03c9a25efd0b4,,,,,,,,10.0,800,True,,,,
